開課年度,開課學期,校名,課程名稱,系所名稱,年級,學分數,學制,必選修,總修課人數
108,1,國立清華大學,共善的社會設計,通識教育中心,,2,學士班(含第二部),選修,47
108,1,國立清華大學,生態體系與全球變遷,通識教育中心,,2,學士班(含第二部),必修,120
108,1,國立清華大學,生態體系與全球變遷,通識教育中心,,2,學士班(含第二部),必修,66
108,1,國立清華大學,衍生性金融商品實務研討,計量財務金融學系,,2,學士班(含第二部),選修,28
108,1,銘傳大學,音樂與生活,通識教育中心,,2,學士班(含第二部),選修,60
108,1,銘傳大學,生命科學,通識教育中心,,2,學士班(含第二部),選修,119
108,1,銘傳大學,生命科學,通識教育中心,,2,學士班(含第二部),選修,119
108,1,銘傳大學,民主與法治,通識教育中心,,2,學士班(含第二部),選修,97
108,1,銘傳大學,民主與法治,通識教育中心,,2,學士班(含第二部),選修,94
108,1,銘傳大學,華人歷史與文化,通識教育中心,,2,學士班(含第二部),選修,94
108,1,銘傳大學,應用英文(一),諮商與工商心理學系,1,0,學士班(含第二部),必修,68
108,1,銘傳大學,台灣環境生態,通識教育中心,,2,學士班(含第二部),選修,60
108,1,銘傳大學,應用英文(一),資訊管理學系,1,0,學士班(含第二部),必修,60
108,1,銘傳大學,應用英文(一),資訊管理學系,1,0,學士班(含第二部),必修,60
108,1,銘傳大學,應用英文(一),資訊管理學系,1,0,學士班(含第二部),必修,46
108,1,銘傳大學,應用英文(一),資訊工程學系,1,0,學士班(含第二部),必修,60
108,1,銘傳大學,應用英文(一),財務金融學系,1,0,學士班(含第二部),必修,60
108,1,銘傳大學,應用英文(一),財務金融學系,1,0,學士班(含第二部),必修,61
108,1,銘傳大學,應用英文(一),財務金融學系,1,0,學士班(含第二部),必修,54
108,1,銘傳大學,應用英文(一),財務金融學系,1,0,學士班(含第二部),必修,58
108,1,國立中興大學,土壤生物技術,土環系,4,3,學士班(含第二部),選修,88
108,1,國立中興大學,土壤生物技術,生技學程,4,3,學士班(含第二部),選修,88
108,1,銘傳大學,統計學(一),企業管理學系,2,3,學士班(含第二部),必修,120
108,1,銘傳大學,應用英文(一),會計學系,1,0,學士班(含第二部),必修,60
108,1,銘傳大學,應用英文(一),會計學系,1,0,學士班(含第二部),必修,59
108,1,銘傳大學,應用英文(一),會計學系,1,0,學士班(含第二部),必修,51
108,1,銘傳大學,應用英文(一),會計學系,1,0,學士班(含第二部),必修,55
108,1,銘傳大學,會計學(一),會計學系,1,3,學士班(含第二部),必修,120
108,1,銘傳大學,應用英文(一),企業管理學系,1,0,學士班(含第二部),必修,53
108,1,銘傳大學,應用英文(一),企業管理學系,1,0,學士班(含第二部),必修,59
108,1,銘傳大學,應用英文(一),動漫文創設計學士學位學程,1,0,學位學程,必修,53
108,1,銘傳大學,應用英文(一),財金法律學系,1,0,學士班(含第二部),必修,53
108,1,銘傳大學,應用英文(一),生物醫學工程學系,1,0,學士班(含第二部),必修,49
108,1,銘傳大學,應用英文(一),企業管理學系,1,0,學士班(含第二部),必修,59
108,1,銘傳大學,應用英文(一),企業管理學系,1,0,學士班(含第二部),必修,54
108,1,銘傳大學,應用英文(一),法律學系,1,0,學士班(含第二部),必修,40
108,1,銘傳大學,應用英文(一),法律學系,1,0,學士班(含第二部),必修,47
108,1,銘傳大學,應用英文(一),金融科技應用學士學位學程,1,0,學位學程,必修,45
108,1,銘傳大學,應用英文(一),數位媒體設計學系,1,0,學士班(含第二部),必修,70
108,1,銘傳大學,應用英文(一),數位媒體設計學系,1,0,學士班(含第二部),必修,70
108,1,銘傳大學,應用英文(一),醫療資訊與管理學系,1,0,學士班(含第二部),必修,53
108,1,銘傳大學,應用英文(一),醫療資訊與管理學系,1,0,學士班(含第二部),必修,54
108,1,銘傳大學,應用英文(一),華語文教學學系,1,0,學士班(含第二部),必修,59
108,1,銘傳大學,應用英文(一),華語文教學學系,1,0,學士班(含第二部),必修,55
108,1,銘傳大學,雙語教學,華語文教學學系,2,3,學士班(含第二部),選修,35
108,1,銘傳大學,微積分,國際企業學系,1,3,學士班(含第二部),必修,119
108,1,銘傳大學,應用英文(一),生物科技學系,1,0,學士班(含第二部),必修,50
108,1,銘傳大學,應用英文(一),生物科技學系,1,0,學士班(含第二部),必修,49
108,1,銘傳大學,應用英文(一),應用日語學系,1,0,學士班(含第二部),必修,68
108,1,銘傳大學,應用英文(一),應用日語學系,1,0,學士班(含第二部),必修,64
108,1,銘傳大學,應用英文(一),國際企業學系,1,0,學士班(含第二部),必修,59
108,1,銘傳大學,應用英文(一),國際企業學系,1,0,學士班(含第二部),必修,52
108,1,銘傳大學,應用英文(一),國際企業學系,1,0,學士班(含第二部),必修,27
108,1,銘傳大學,應用英文(一),國際企業學系,1,0,學士班(含第二部),必修,37
108,1,銘傳大學,音樂與生活,通識教育中心,,2,學士班(含第二部),選修,60
108,1,銘傳大學,音樂欣賞,通識教育中心,,2,學士班(含第二部),選修,60
108,1,銘傳大學,台灣環境生態,通識教育中心,,2,學士班(含第二部),選修,60
108,1,銘傳大學,應用英文(一),電腦與通訊工程學系,1,0,學士班(含第二部),必修,59
108,1,銘傳大學,應用英文(一),電腦與通訊工程學系,1,0,學士班(含第二部),必修,55
108,1,銘傳大學,應用英文(一),公共事務學系,1,0,學士班(含第二部),必修,59
108,1,銘傳大學,應用英文(一),犯罪防治學系,1,0,學士班(含第二部),必修,54
108,1,銘傳大學,應用英文(一),犯罪防治學系,1,0,學士班(含第二部),必修,65
108,1,銘傳大學,應用英文(一),應用中國文學系,1,0,學士班(含第二部),必修,60
108,1,銘傳大學,應用英文(一),風險管理與保險學系,1,0,學士班(含第二部),必修,42
108,1,銘傳大學,應用英文(一),風險管理與保險學系,1,0,學士班(含第二部),必修,70
108,1,銘傳大學,應用英文(一),風險管理與保險學系,1,0,學士班(含第二部),必修,54
108,1,銘傳大學,經濟學(一),風險管理與保險學系,1,3,學士班(含第二部),必修,99
108,1,銘傳大學,應用英文(一),都市規劃與防災學系,1,0,學士班(含第二部),必修,60
108,1,銘傳大學,應用英文(一),資訊工程學系,1,0,學士班(含第二部),必修,56
108,1,銘傳大學,應用英文(一),電子工程學系,1,0,學士班(含第二部),必修,58
108,1,銘傳大學,應用英文(一),電子工程學系,1,0,學士班(含第二部),必修,45
108,1,銘傳大學,應用英文(一),應用中國文學系,1,0,學士班(含第二部),必修,62
108,1,國立中興大學,農業科技創新與產業分析,農資院,4,2,其它(含四技二專),選修,15
108,1,國立宜蘭大學,GC王陽明帶你打土匪,通識教育中心多元選修,1,2,學士班(含第二部),選修,130
108,1,國立宜蘭大學,GD生活中的物理,通識教育中心多元選修,1,2,學士班(含第二部),選修,84
108,1,國立宜蘭大學,GD綠色能源與綠色材料,通識教育中心多元選修,1,2,學士班(含第二部),選修,80
108,1,國立中興大學,食品奈米科技導論,生技學程,4,2,學士班(含第二部),選修,13
108,1,國立中興大學,食品奈米科技導論,食生系,4,2,學士班(含第二部),選修,13
108,1,亞洲大學,行動商務安全,行動商務與多媒體應用學系,4,3,學士班(含第二部),選修,69
108,1,亞洲大學,傳播理論,資訊傳播學系,3,3,學士班(含第二部),必修,61
108,1,亞洲大學,傳播理論,資訊傳播學系,3,3,學士班(含第二部),必修,56
108,1,亞洲大學,商標法,財經法律學系(科技法律組),3,2,學士班(含第二部),選修,58
108,1,國立宜蘭大學,食品奈米科技導論,食品科學系,3,2,學士班(含第二部),選修,52
108,1,亞洲大學,資訊與科技,通識教育中心,1,2,學士班(含第二部),必修,53
108,1,亞洲大學,基礎程式設計(一),光電與通訊學系,1,1,學士班(含第二部),選修,48
108,1,亞洲大學,愛情、性別與法律,通識教育中心,1,2,學士班(含第二部),必修,105
108,1,亞洲大學,資訊與科技,通識教育中心,1,2,學士班(含第二部),必修,58
108,1,亞洲大學,統計學(一),管理學院進修學士學位學程,2,3,進修學士班(原夜間部),必修,43
108,1,亞洲大學,電子商務,管理學院進修學士學位學程,3,3,進修學士班(原夜間部),選修,28
108,1,亞洲大學,顧客關係管理,管理學院進修學士學位學程,4,3,進修學士班(原夜間部),必修,45
108,1,亞洲大學,資料結構與演算法,生物資訊與醫學工程學系,2,3,學士班(含第二部),選修,32
108,1,亞洲大學,健康產業策略管理,健康產業管理學系(醫療機構管理組),4,2,學士班(含第二部),選修,46
108,1,亞洲大學,健康產業策略管理,健康產業管理學系(健康產業管理組),4,2,學士班(含第二部),選修,36
108,1,東吳大學,簡報美學,通識教育中心,0,2,學士班(含第二部),必修,80
108,1,東吳大學,PHP與MYSQL資料庫程式初探,通識教育中心,0,2,學士班(含第二部),選修,44
108,1,東吳大學,韓流與當代東亞流行文化,社會學系,2,3,學士班(含第二部),選修,39
108,1,東吳大學,材料化學,化學系,4,2,學士班(含第二部),選修,36
108,1,東吳大學,科技、學習與教學,師資培育中心,0,2,學分學程,選修,37
108,1,東吳大學,非營利組織管理,社會工作學系,4,3,學士班(含第二部),選修,62
108,1,東吳大學,教育哲學,師資培育中心,0,2,學分學程,選修,33
108,1,東吳大學,程式邏輯基礎,通識教育中心,0,1,學士班(含第二部),選修,166
108,1,東吳大學,EXCEL高階函數與VBA設計,通識教育中心,0,2,學士班(含第二部),選修,60
108,1,東吳大學,程式思維與撰寫從頭學,通識教育中心,0,2,學士班(含第二部),選修,125
108,1,東吳大學,用程式邏輯解決生活大小事,通識教育中心,0,2,學士班(含第二部),選修,174
108,1,東吳大學,社會工作史,社會工作學系,1,3,學士班(含第二部),選修,87
108,1,東吳大學,統計電腦軟體運用,社會工作學系,2,3,學士班(含第二部),選修,10
108,1,東吳大學,高齡社會與福利服務,社會工作學系,2,2,學士班(含第二部),選修,74
108,1,東吳大學,安寧療護社會工作,社會工作學系,3,3,學士班(含第二部),選修,90
108,1,東吳大學,管理數學,企業管理學系,1,2,學士班(含第二部),必修,21
108,1,東吳大學,中國傳統啟蒙經典教材,通識教育中心,0,2,學士班(含第二部),必修,57
108,1,長榮大學,國際關係,大眾傳播學系,4,3,學士班(含第二部),選修,18
108,1,長榮大學,新聞傳播史,大眾傳播學系,2,2,學士班(含第二部),選修,50
108,1,國立中正大學,軟體工程,資訊工程學系,3A,3,學士班(含第二部),選修,20
108,1,國立中正大學,流體力學,地球與環境科學系,3A,3,學士班(含第二部),選修,28
108,1,國立彰化師範大學,漢語語言學,國文學系,4,3,學士班(含第二部),選修,1
108,1,國立彰化師範大學,控制元件應用技術,工業教育與技術學系,3,3,學士班(含第二部),必修,20
108,1,國立彰化師範大學,機率與統計,電子工程學系,2,3,學士班(含第二部),選修,18
108,1,國立彰化師範大學,資料結構,資訊工程學系,2,3,學士班(含第二部),必修,58
108,1,國立彰化師範大學,計算機演算法,資訊工程學系,3,3,學士班(含第二部),必修,65
108,1,國立彰化師範大學,機構學,工業教育與技術學系,2,3,學士班(含第二部),必修,47
108,1,國立彰化師範大學,可程式控制技術,工業教育與技術學系,2,3,學士班(含第二部),必修,22
108,1,國立彰化師範大學,可程式控制技術,工業教育與技術學系,2,3,學士班(含第二部),必修,20
108,1,國立彰化師範大學,財務管理,會計學系,2,3,學士班(含第二部),必修,39
108,1,國立彰化師範大學,中國文學史(一),國文學系,2,3,學士班(含第二部),必修,50
108,1,國立中央大學,微積分先修課程,數學系,0,2,學士班(含第二部),選修,79
108,1,國立中央大學,食品安全與生活,通識教育中心,0,2,學士班(含第二部),選修,145
108,1,國立嘉義大學,書藝與生活(網路通識-歷史文化與藝文涵養領域),通識教育(大學部),2,2,學士班(含第二部),必修,55
108,1,淡江大學,公共圖書館,資訊與圖書館學系(日),3,2,學士班(含第二部),選修,109
108,1,淡江大學,多媒體技術與應用,資訊與圖書館學系(日),1,3,學士班(含第二部),選修,71
108,1,淡江大學,進修英文,外語學院共同科目(日),0,2,學士班(含第二部),選修,112
108,1,淡江大學,進修英文,外語學院共同科目(日),0,2,學士班(含第二部),選修,169
108,1,淡江大學,進修英文,外語學院共同科目(日),0,2,學士班(含第二部),選修,50
108,1,淡江大學,微機電系統概論,工學院共同科目(日),0,2,學士班(含第二部),選修,118
108,1,國立嘉義大學,前瞻資訊科技(網路通識-物質科學與生活應用領域),通識教育(大學部),1,2,學士班(含第二部),必修,58
108,1,國立嘉義大學,人權與法律(網路通識-公民素養與社會關懷領域),通識教育(大學部),2,2,學士班(含第二部),必修,54
108,1,淡江大學,應用西班牙文:華語教學,西班牙語文學系(日),3,2,學士班(含第二部),選修,50
108,1,淡江大學,俄語會話(三),俄國語文學系(日),3,2,學士班(含第二部),必修,25
108,1,國立嘉義大學,生活與園藝(網路通識-生命探索與環境關懷領域),通識教育(大學部),3,2,學士班(含第二部),必修,54
108,1,國立嘉義大學,工程與生活(網路通識-物質科學與生活應用領域),通識教育(大學部),2,2,學士班(含第二部),必修,55
108,1,淡江大學,應用統計方法(一),統計學系(日),4,2,學士班(含第二部),選修,119
108,1,淡江大學,應用統計方法(一),統計學系(進學),4,2,進修學士班(原夜間部),選修,29
108,1,淡江大學,環境未來,未來學學門-日,0,2,學士班(含第二部),必修,76
108,1,淡江大學,資訊概論,統計學系(日),1,2,學士班(含第二部),必修,128
108,1,淡江大學,歐洲文化史,歷史與文化學門-進,0,2,進修學士班(原夜間部),必修,82
108,1,淡江大學,歐洲文化史,歷史與文化學門-進,0,2,進修學士班(原夜間部),必修,91
108,1,淡江大學,法語語音學,法國語文學系(日),1,2,學士班(含第二部),選修,82
108,1,淡江大學,英語口語表達,英文學系(日),2,2,學士班(含第二部),必修,21
108,1,淡江大學,英語口語表達,英文學系(日),2,2,學士班(含第二部),必修,23
108,1,淡江大學,英語口語表達,英文學系(日),2,2,學士班(含第二部),必修,23
108,1,淡江大學,組織行為,企業管理學系(日),2,3,學士班(含第二部),必修,88
108,1,淡江大學,人力資源發展,公共行政學系(進學),4,2,進修學士班(原夜間部),選修,42
108,1,淡江大學,電腦入門與程式思維,資訊教育學門-日,0,2,學士班(含第二部),必修,70
108,1,淡江大學,計算材料,物理學系,4,3,學士班(含第二部),選修,18
108,1,淡江大學,文學名篇選讀:愛戀與生活,文學經典學門-日,0,2,學士班(含第二部),必修,78
108,1,淡江大學,表演藝術,藝術欣賞與創作學門-日,0,2,學士班(含第二部),必修,71
108,1,淡江大學,表演藝術,藝術欣賞與創作學門-日,0,2,學士班(含第二部),必修,65
108,1,淡江大學,證券投資實務,財務金融學系(進學),3,3,進修學士班(原夜間部),選修,59
108,1,淡江大學,期貨市場,財務金融學系(進學),3,3,進修學士班(原夜間部),必修,27
108,1,淡江大學,俄語會話(四),俄國語文學系(日),4,2,學士班(含第二部),必修,26
108,1,淡江大學,俄語會話(四),俄國語文學系(日),4,2,學士班(含第二部),必修,17
108,1,淡江大學,進修俄語,俄國語文學系(日),4,2,學士班(含第二部),選修,19
108,1,淡江大學,資訊概論,財務金融學系(日),1,2,學士班(含第二部),必修,149
108,1,淡江大學,資訊概論,全球財務管理全英語學士學位學程,1,2,學位學程,必修,82
108,1,淡江大學,物理與生活,自然科學學門-日,0,2,學士班(含第二部),必修,56
108,1,國立臺灣大學,衛生保健,復健系,0,2,學士班(含第二部),選修,112
108,1,大葉大學,初級會計(一),管理學院院部,1,3,學士班(含第二部),必修,76
108,1,國立臺灣大學,衛生保健,臺大遠距教學,0,2,學士班(含第二部),選修,112
108,1,國立臺灣大學,食品衛生管理與品質評估,臺大遠距教學,0,2,學士班(含第二部),選修,8
108,1,國立臺灣大學,生物系統工程之外國文獻導,臺大遠距教學,0,2,學士班(含第二部),選修,9
108,1,國立臺灣大學,再生能源及生物資源循環利,臺大遠距教學,0,2,學士班(含第二部),選修,12
108,1,國立臺灣大學,生物統計學一,臺大遠距教學,0,3,學士班(含第二部),必修,122
108,1,國立臺灣大學,永續健康與環境,臺大遠距教學,0,2,學士班(含第二部),選修,12
108,1,國立臺灣大學,分子生物與細胞學,臺大遠距教學,0,2,學士班(含第二部),選修,14
108,1,國立臺灣大學,全球創新的原理與實踐,臺大遠距教學,0,3,學士班(含第二部),選修,14
108,1,國立臺灣大學,全球創新的原理與實踐,創意創業學程,0,3,學士班(含第二部),選修,14
108,1,國立臺灣大學,生物統計學一,神經認知學程,0,3,學士班(含第二部),必修,122
108,1,國立臺灣大學,食品衛生管理與品質評估,農化所,0,2,學士班(含第二部),選修,8
108,1,國立臺灣大學,生物統計學一,生物統計學程,0,3,學士班(含第二部),選修,122
108,1,國立臺灣大學,全球創新的原理與實踐,創新設計學院,0,3,學士班(含第二部),選修,14
108,1,國立臺灣大學,生物系統工程之外國文獻導,生物機電系,0,2,學士班(含第二部),選修,9
108,1,國立臺灣大學,再生能源及生物資源循環利,生物機電系,0,2,學士班(含第二部),選修,12
108,1,國立臺灣大學,生物系統工程之外國文獻導,生物機電所,0,2,學士班(含第二部),選修,9
108,1,國立臺灣大學,再生能源及生物資源循環利,生物機電所,0,2,學士班(含第二部),選修,12
108,1,國立臺灣大學,分子生物與細胞學,生技學程,0,2,學士班(含第二部),選修,14
108,1,國立臺灣大學,生物統計學一,人口學程,0,3,學士班(含第二部),必修,122
108,1,國立政治大學,資料分析與程式設計入門,資訊管理學系,0,3,學士班(含第二部),選修,81
108,1,國立政治大學,資料分析與程式設計入門,資訊管理學系,0,3,學士班(含第二部),選修,74
108,1,義守大學,通訊系統,電機工程學系,3,3,學士班(含第二部),必修,57
108,1,義守大學,通訊系統,電機工程學系,3,3,學士班(含第二部),必修,48
108,1,義守大學,通訊系統,電機工程學系,3,3,學士班(含第二部),必修,28
108,1,義守大學,專題研討(二),電機工程學系,4,2,學士班(含第二部),必修,40
108,1,義守大學,專題研討(二),電機工程學系,4,2,學士班(含第二部),必修,28
108,1,義守大學,專題研討(二),電機工程學系,4,2,學士班(含第二部),必修,34
108,1,義守大學,探索微生物的世界,通識教育中心,1,2,學士班(含第二部),選修,72
108,1,實踐大學,日語能力檢定N1,應用日文學系,,2,學士班(含第二部),選修,30
108,1,實踐大學,產業與競爭分析,金融管理學系,,3,學士班(含第二部),選修,25
108,1,實踐大學,經濟學研討,金融管理學系,,3,學士班(含第二部),選修,18
108,1,實踐大學,網路建構實作,資訊科技與通訊學系,,3,學士班(含第二部),選修,38
108,1,實踐大學,3D電腦動畫(一),資訊模擬與設計學系,,3,學士班(含第二部),必修,36
108,1,實踐大學,英語演辯(一),應用英語學系,,2,學士班(含第二部),必修,14
108,1,實踐大學,商務合約與文件筆譯,應用英語學系,,2,學士班(含第二部),選修,24
108,1,實踐大學,日語語法(二),應用日文學系,,2,學士班(含第二部),選修,60
108,1,實踐大學,日語語法(二),應用日文學系,,2,學士班(含第二部),選修,60
108,1,輔仁大學,App Inventor 2手機應用程式開發-網,(全)自然科技,0,2,學士班(含第二部),必選修,949
108,1,實踐大學,觀光人力資源管理,觀光管理學系,,2,學士班(含第二部),必修,47
108,1,實踐大學,觀光人力資源管理,觀光管理學系,,2,學士班(含第二部),必修,37
108,1,實踐大學,旅行業內部作業概要,觀光管理學系,,2,學士班(含第二部),選修,63
108,1,實踐大學,國內外旅遊行程規劃,觀光管理學系,,3,學士班(含第二部),選修,64
108,1,實踐大學,英翻中習作,應用英語學系,,2,學士班(含第二部),選修,32
108,1,實踐大學,航空英文,應用英語學系,,2,學士班(含第二部),選修,16
108,1,實踐大學,國貿英文,應用英語學系,,2,學士班(含第二部),選修,31
108,1,輔仁大學,外國語文(中級英文實用口說與寫作)-網,全人語言文化涵養課程-外國語文,2,2,學士班(含第二部),必修,35
108,1,世新大學,O初階數位影片廣告製作,公共關係暨廣告學系,2,2,學士班(含第二部),必修,64
108,1,世新大學,O初階數位影片廣告製作,公共關係暨廣告學系,2,2,學士班(含第二部),必修,58
108,1,世新大學,O初階數位影片廣告製作,公共關係暨廣告學系,2,2,學士班(含第二部),必修,61
108,1,輔仁大學,英文寫作(一):論說文-網,全校進階英文,1,2,學士班(含第二部),選修,30
108,1,輔仁大學,英文閱讀(一):英美大眾文化-網,全校進階英文,1,2,學士班(含第二部),選修,48
108,1,輔仁大學,跨文化商務溝通-網,全校進階英文,1,2,學士班(含第二部),選修,39
108,1,輔仁大學,英文閱讀(二):新聞英文閱讀-網,全校進階英文,1,2,學士班(含第二部),選修,61
108,1,輔仁大學,雅思英文-網,全校進階英文,1,2,學士班(含第二部),選修,63
108,1,輔仁大學,中英雙向翻譯入門-網,全校進階英文,1,2,學士班(含第二部),選修,31
108,1,輔仁大學,主題式多益聽力與詞彙-網,全校進階英文,1,2,學士班(含第二部),選修,135
108,1,世新大學,影音平台架設與內容產製,傳播管理學系,2,3,學士班(含第二部),選修,46
108,1,世新大學,旅遊文學與歷史,通識教育中心,0,2,學士班(含第二部),選修,97
108,1,靜宜大學,聖經文學(一),英國語文學系,2A,2,學士班(含第二部),必修,91
108,1,國立臺南大學,課程發展與設計,教育學系,2,2,學士班(含第二部),必修,48
108,1,國立臺南大學,課程發展與設計,教育學系,2,2,學士班(含第二部),必修,41
108,1,國立臺南大學,臺南學概論,人文學院,1,2,學士班(含第二部),必修,201
108,1,臺北醫學大學,食品與健康,一般通識組,1,2,學士班(含第二部),選修,86
108,1,臺北醫學大學,運動與健康,一般通識組,1,2,學士班(含第二部),選修,134
108,1,臺北醫學大學,運動生物學概論,一般通識組,1,2,學士班(含第二部),選修,135
108,1,臺北醫學大學,居家照顧與技巧,護理學系,2,2,學士班(含第二部),選修,106
108,1,臺北醫學大學,普通生物學,護理學系,1,2,學士班(含第二部),選修,65
108,1,臺北醫學大學,居家照顧與技巧,口腔衛生學系,2,2,學士班(含第二部),選修,32
108,1,臺北醫學大學,牙科臨床整合性治療,牙醫學系,6,2,學士班(含第二部),必修,106
108,1,臺北醫學大學,Python程式設計,學士後大數據科技及管理學士學位學程,1,3,學士班(含第二部),必修,31
108,1,臺北醫學大學,醫療資料庫分析,學士後大數據科技及管理學士學位學程,1,2,學士班(含第二部),選修,36
108,1,臺北醫學大學,人工智慧導論,一般通識組,1,2,學士班(含第二部),必修,200
108,1,臺北醫學大學,普通生物學,高齡健康管理學系,1,2,學士班(含第二部),選修,33
108,1,臺北醫學大學,高階英文聽力,語言中心組,1,2,學士班(含第二部),選修,217
108,1,臺北醫學大學,基礎程式設計,一般通識組,1,2,學士班(含第二部),必修,194
108,1,臺北醫學大學,人工智慧導論,一般通識組,1,2,學士班(含第二部),選修,122
108,1,臺北醫學大學,多媒體設計,一般通識組,1,2,學士班(含第二部),選修,47
108,1,臺北醫學大學,資訊科技與社會,一般通識組,1,2,學士班(含第二部),選修,69
108,1,臺北醫學大學,普通生物學,保健營養學系,1,2,學士班(含第二部),必修,64
108,1,臺北醫學大學,研究生英語精進,語言中心組,1,2,學士班(含第二部),選修,38
108,1,臺北醫學大學,普通生物學,食品安全學系,1,2,學士班(含第二部),必修,39
108,1,臺北醫學大學,居家照顧與技巧,學士後護理學系,1,2,學士班(含第二部),選修,44
108,1,臺北醫學大學,普通生物學,學士後護理學系,1,2,學士班(含第二部),選修,5
108,1,臺北醫學大學,人工智慧及深度學習,學士後大數據科技及管理學士學位學程,1,3,學士班(含第二部),必修,32
108,1,東海大學,笑話聽讀講輕鬆學英文,英語中心,0,3,學士班(含第二部),選修,36
108,1,東海大學,網路學英語,英語中心,0,3,學士班(含第二部),選修,34
108,1,中原大學,GE985B音樂基礎訓練,人文與教育學院,0,2,學士班(含第二部),選修,79
108,1,中原大學,CH171B化學工程概論,工學院,1,0,學士班(含第二部),必修,53
108,1,中原大學,GE525A生命與醫療史,人文與教育學院,0,2,學士班(含第二部),選修,64
108,1,中原大學,PH790B基礎應用數學(一),理學院,1,1,學士班(含第二部),必修,62
108,1,中原大學,NA507R奈米科技,理學院,1,3,學位學程,必修,7
108,1,東海大學,食品奈米科技導論,食品科學系,3,2,學士班(含第二部),選修,41
108,1,中原大學,GE659B創意思解,人文與教育學院,0,2,學士班(含第二部),選修,60
108,1,中原大學,PS410L國際短期講座(五),理學院,4,1,學士班(含第二部),選修,33
108,1,中原大學,GQ392D台灣政治與民主,人文與教育學院,0,2,學士班(含第二部),必修,134
108,1,中原大學,BT414L藥物毒理學,理學院,4,3,學士班(含第二部),選修,25
108,1,中原大學,BT514L高等細胞學,理學院,4,2,學士班(含第二部),選修,20
108,1,中原大學,GE638A超級英雄的物理學,人文與教育學院,0,2,學士班(含第二部),選修,62
108,1,中原大學,GE659A創意思解,人文與教育學院,0,2,學士班(含第二部),選修,60
108,1,中原大學,GE035A弓與弦的午茶時光,人文與教育學院,0,0.5,學士班(含第二部),選修,31
108,1,中原大學,GE985B音樂基礎訓練,人文與教育學院,0,2,學士班(含第二部),選修,79
108,1,中原大學,GE525B生命與醫療史,人文與教育學院,0,2,學士班(含第二部),選修,63
108,1,中原大學,GE586A多元文化概論,人文與教育學院,0,2,學士班(含第二部),選修,62
108,1,中原大學,GE586B多元文化概論,人文與教育學院,0,2,學士班(含第二部),選修,62
108,1,中原大學,CH171C化學工程概論,工學院,1,0,學士班(含第二部),必修,59
108,1,中原大學,GE034A音樂時光隧道,人文與教育學院,0,0.5,學士班(含第二部),選修,27
108,1,中原大學,GE105A財務金融理論與應用,人文與教育學院,0,2,學士班(含第二部),選修,39
108,1,中原大學,BT414L藥物毒理學,理學院,4,3,學士班(含第二部),選修,25
108,1,中原大學,BT514L高等細胞學,理學院,4,2,學士班(含第二部),選修,20
108,1,中原大學,CH242D質能均衡,工學院,2,3,學士班(含第二部),必修,26
108,1,中原大學,GE035B弓與弦的午茶時光,人文與教育學院,0,0.5,學士班(含第二部),選修,29
108,1,中原大學,GE100A楚漢相爭之職場競爭力,人文與教育學院,0,2,學士班(含第二部),選修,45
108,1,中原大學,GE105A財務金融理論與應用,人文與教育學院,0,2,學士班(含第二部),選修,39
108,1,中原大學,PH790B基礎應用數學(一),理學院,1,1,學士班(含第二部),必修,62
108,1,中原大學,GE034A音樂時光隧道,人文與教育學院,0,0.5,學士班(含第二部),選修,27
108,1,中原大學,GE035A弓與弦的午茶時光,人文與教育學院,0,0.5,學士班(含第二部),選修,31
108,1,中原大學,CH171A化學工程概論,工學院,1,0,學士班(含第二部),必修,55
108,1,中原大學,BT514L高等細胞學,理學院,4,2,學士班(含第二部),選修,20
108,1,中原大學,GQ392C台灣政治與民主,人文與教育學院,0,2,學士班(含第二部),必修,115
108,1,中原大學,GE985B音樂基礎訓練,人文與教育學院,0,2,學士班(含第二部),選修,79
108,1,中原大學,GE638A超級英雄的物理學,人文與教育學院,0,2,學士班(含第二部),選修,62
108,1,中原大學,BT414L藥物毒理學,理學院,4,3,學士班(含第二部),選修,25
108,1,中原大學,PH790B基礎應用數學(一),理學院,1,1,學士班(含第二部),必修,62
108,1,中原大學,CH207I工程數學(二),工學院,3,3,學士班(含第二部),必修,40
108,1,中原大學,GE659A創意思解,人文與教育學院,0,2,學士班(含第二部),選修,60
108,1,中原大學,GE659B創意思解,人文與教育學院,0,2,學士班(含第二部),選修,60
108,1,中原大學,GE659A創意思解,人文與教育學院,0,2,學士班(含第二部),選修,60
108,1,中原大學,GE659B創意思解,人文與教育學院,0,2,學士班(含第二部),選修,60
108,1,中原大學,NA507R奈米科技,理學院,1,3,學位學程,必修,7
108,1,中原大學,NA507R奈米科技,理學院,1,3,學位學程,必修,7
108,1,中原大學,GE638A超級英雄的物理學,人文與教育學院,0,2,學士班(含第二部),選修,62
108,1,中原大學,PS410L國際短期講座(五),理學院,4,1,學士班(含第二部),選修,33
108,1,中原大學,GE100A楚漢相爭之職場競爭力,人文與教育學院,0,2,學士班(含第二部),選修,45
108,1,中原大學,GE586A多元文化概論,人文與教育學院,0,2,學士班(含第二部),選修,62
108,1,中原大學,GE586B多元文化概論,人文與教育學院,0,2,學士班(含第二部),選修,62
108,1,中原大學,GE594A原住民文化與藝術,人文與教育學院,0,2,學士班(含第二部),選修,63
108,1,中原大學,GE034A音樂時光隧道,人文與教育學院,0,0.5,學士班(含第二部),選修,27
